Date,Price,Floor
23.10.28,"12억 3,000",143동 20층
23.10.10,"12억 5,000",143동 9층
23.10.07,"13억 5,300",120동 14층
23.10.07,"12억 4,500",139동 6층
23.10.02,"12억 8,500",122동 8층
23.09.16,"12억 9,500",122동 10층
23.09.16,"12억 7,000",119동 3층
23.09.14,"13억 2,500",123동 20층
23.09.09,"12억 5,000",132동 10층
23.09.06,"12억 3,000",148동 19층
23.09.05,"12억 1,000",145동 3층
23.09.02,"12억 5,000",127동 14층
23.09.01,"12억 6,000",119동 8층
23.08.26,"12억 6,000",122동 12층
23.08.24,"12억 6,500",143동 10층
23.08.23,"12억 5,000",135동 2층
23.08.13,"13억 3,500",108동 17층
23.08.12,"11억 3,000",131동 2층
23.08.09,"12억 3,000",148동 11층
23.08.04,12억,146동 12층
23.08.02,12억,122동 2층
23.08.02,"12억 6,000",120동 11층
23.07.30,"12억 2,700",144동 11층
23.07.29,"12억 8,000",119동 25층
23.07.29,"11억 8,000",153동 2층
23.07.29,"12억 5,000",143동 12층
23.07.26,"12억 4,000",148동 9층
23.07.26,"12억 1,500",147동 5층
23.07.24,12억,135동 12층
23.07.23,"11억 9,000",145동 8층
23.07.16,"11억 6,000",148동 5층
23.07.15,"12억 1,000",107동 2층
23.07.12,12억 500,127동 4층
23.07.07,"12억 4,000",142동 21층
23.07.04,"10억 9,000",139동 1층
23.07.01,"11억 8,000",147동 8층
23.06.28,"12억 2,000",142동 12층
23.06.25,"12억 3,500",120동 11층
23.06.24,"12억 3,000",120동 15층
23.06.22,"11억 5,000",147동 6층
23.06.21,"12억 4,800",135동 13층
23.06.20,"11억 3,000",131동 3층
23.06.20,"11억 8,000",138동 8층
23.06.19,"12억 1,000",140동 9층
23.06.16,"12억 2,500",123동 16층
23.06.13,"12억 5,000",146동 13층
23.06.11,"11억 7,000",144동 10층
23.06.10,"12억 3,000",107동 7층
23.06.10,"취소12억 3,000",107동 7층
23.06.09,"11억 3,500",144동 3층
23.06.07,"12억 2,000",119동 17층
23.06.04,"11억 3,500",144동 2층
23.06.04,"12억 1,800",144동 13층
23.06.02,"11억 8,000",127동 14층
23.05.31,"11억 5,000",143동 9층
23.05.29,"11억 7,500",128동 5층
23.05.27,"11억 4,500",132동 4층
23.05.21,"취소11억 6,000",131동 10층
23.05.21,"11억 6,000",131동 10층
23.05.20,"12억 2,500",141동 15층
23.05.16,"11억 8,000",140동 16층
23.05.13,"11억 3,500",128동 10층
23.05.09,"11억 9,000",143동 8층
23.05.06,12억,153동 17층
23.05.05,"12억 1,000",135동 14층
