Date,Price,Floor
23.05.04,"11억 4,500",128동 4층
23.05.04,"10억 7,000",137동 2층
23.05.03,12억,119동 14층
23.04.28,"12억 4,000",153동 14층
23.04.24,12억,107동 18층
23.04.23,"10억 9,500",137동 4층
23.04.18,"11억 3,000",152동 12층
23.04.17,"10억 6,000",132동 2층
23.04.13,"10억 5,000",146동 2층
23.04.12,"11억 3,000",136동 9층
23.04.08,"10억 9,500",136동 7층
23.04.07,"11억 9,500",127동 7층
23.04.05,12억,120동 9층
23.04.01,12억,108동 17층
23.03.29,"11억 7,000",119동 22층
23.03.25,11억,131동 8층
23.03.23,"11억 5,000",144동 13층
23.03.18,"11억 4,500",135동 7층
23.03.15,"11억 1,200",143동 13층
23.03.13,"11억 1,000",142동 20층
23.03.11,"10억 9,700",122동 3층
23.03.06,10억,144동 3층
23.03.06,"12억 9,000",131동 10층
23.03.04,"11억 2,500",143동 8층
23.03.04,"10억 9,000",141동 15층
23.02.27,"10억 8,000",131동 5층
23.02.26,"11억 9,000",119동 23층
23.02.25,"10억 9,000",139동 9층
23.02.23,"10억 9,000",153동 4층
23.02.23,"취소10억 9,000",153동 4층
23.02.19,"10억 8,000",153동 11층
23.02.14,"취소10억 8,000",153동 11층
23.02.13,"11억 5,000",108동 17층
23.02.12,"11억 2,000",122동 11층
23.02.11,"10억 8,800",143동 21층
23.02.06,"10억 1,500",136동 2층
23.02.05,"10억 5,000",143동 21층
23.01.31,"10억 4,500",138동 7층
23.01.28,"10억 6,000",141동 6층
23.01.26,"10억 2,000",127동 5층
23.01.17,"9억 7,000",137동 9층
23.01.15,"10억 5,000",123동 5층
23.01.12,"9억 9,700",144동 12층
23.01.11,"9억 9,000",143동 5층
23.01.07,"9억 8,000",144동 7층
22.12.27,"10억 1,500",136동 9층
22.12.21,"9억 3,000",142동 4층
22.12.20,10억 500,148동 20층
22.12.10,11억,108동 15층
22.12.03,"9억 9,000",145동 3층
22.11.22,"10억 2,000",140동 7층
22.11.20,"11억 2,000",119동 15층
22.11.12,"10억 4,500",148동 20층
22.11.12,"10억 7,000",108동 3층
22.10.24,"10억 7,000",153동 6층
22.09.28,"10억 6,000",146동 13층
22.08.27,"12억 8,000",119동 16층
22.07.04,"12억 7,000",147동 7층
22.05.10,"13억 5,000",120동 17층
22.05.05,"13억 5,000",142동 5층
22.04.20,13억,152동 2층
22.04.03,"14억 7,000",119동 26층
22.03.09,"11억 1,000",107동 20층
22.03.06,"13억 3,000",123동 3층
22.03.02,"13억 1,500",153동 14층
22.02.06,"13억 9,300",145동 11층
22.01.22,"14억 4,800",119동 15층
22.01.22,"취소14억 4,800",119동 15층
21.12.12,"13억 9,500",142동 11층
21.09.18,15억,123동 8층
21.09.04,"14억 8,000",143동 4층
21.08.28,"14억 5,000",144동 9층
21.08.21,"14억 9,500",127동 7층
21.08.21,"14억 6,000",131동 13층
21.08.17,"14억 4,000",145동 9층
21.08.01,"15억 3,000",108동 12층
21.08.01,"14억 9,900",153동 19층
21.07.24,"13억 9,700",145동 10층
21.07.19,14억,146동 13층
21.07.17,"14억 9,200",107동 8층
21.07.02,15억,107동 10층
21.07.02,15억,107동 10층
21.06.16,"14억 9,000",107동 19층
21.06.12,"13억 3,000",145동 3층
21.06.10,"14억 9,000",127동 14층
21.06.03,14억,141동 4층
21.05.19,"13억 7,800",120동 7층
21.05.12,11억,107동 11층
21.05.10,"13억 6,251",9층 경매
21.05.04,"14억 3,000",107동 5층
21.04.26,14억,140동 4층
21.03.01,"13억 8,000",148동 13층
21.02.26,"14억 9,000",119동 19층
21.02.20,14억,140동 4층
21.02.17,"13억 1,000",153동 19층
21.02.01,"14억 3,000",119동 27층
21.01.23,"14억 8,000",119동 18층
21.01.18,13억,146동 14층
21.01.16,14억,119동 26층
21.01.16,"13억 1,500",153동 8층
21.01.12,"13억 2,000",18층
21.01.12,"13억 2,000",18층
21.01.12,"취소13억 2,000",18층
21.01.09,15억,119동 15층
21.01.09,15억,119동 15층
21.01.09,"14억 2,000",142동 11층
20.12.29,"13억 1,000",145동 3층
20.12.29,"13억 9,500",108동 13층
20.12.29,"14억 3,000",108동 21층
20.12.28,"14억 5,000",107동 16층
20.12.19,"13억 2,000",143동 21층
20.12.12,"13억 4,500",127동 9층
20.12.08,"12억 8,000",141동 15층
20.11.25,"13억 8,000",108동 22층
20.11.24,"12억 7,900",143동 19층
20.11.20,"12억 5,000",146동 10층
20.11.18,"12억 4,500",145동 13층
20.11.04,"13억 2,800",128동 10층
20.11.04,"취소13억 2,800",128동 10층
20.10.25,12억,143동 15층
