Date,Price,Floor
22.04.16,"22억 4,000",308동 22층
22.04.13,22억,308동 28층
22.04.11,22억,305동 30층
22.04.02,"22억 8,000",215동 18층
22.03.15,"21억 5,000",309동 18층
22.03.01,"21억 5,000",307동 34층
22.02.16,22억,214동 24층
22.01.24,"21억 6,400",305동 30층
22.01.23,"22억 5,000",304동 7층
22.01.13,22억,210동 3층
21.10.18,"23억 9,000",307동 13층
21.10.09,"22억 6,500",212동 2층
21.10.09,"25억 2,000",115동 24층
21.10.08,"22억 5,000",310동 9층
21.10.04,"23억 1,000",312동 17층
21.10.02,"23억 4,500",211동 35층
21.09.27,"25억 1,000",210동 33층
21.09.26,"24억 6,000",226동 26층
21.09.17,"24억 2,000",213동 18층
21.09.16,"22억 5,000",210동 13층
21.09.15,"22억 5,000",311동 26층
21.09.15,25억,106동 24층
21.09.08,"22억 7,000",312동 16층
21.09.04,"22억 3,000",214동 3층
21.09.04,"23억 1,000",304동 35층
21.09.04,"20억 5,000",310동 1층
21.09.02,23억,214동 21층
21.08.30,"21억 5,000",304동 17층
21.08.25,"21억 5,000",228동 20층
21.08.23,"21억 3,000",309동 20층
21.08.21,"25억 3,000",108동 22층
21.08.18,"21억 9,500",211동 3층
21.08.14,23억,225동 14층
21.08.11,22억,228동 11층
21.08.07,"22억 8,000",226동 16층
21.07.23,"22억 2,000",229동 25층
21.07.21,"21억 5,000",306동 15층
21.07.20,"22억 4,000",213동 8층
21.07.20,"22억 6,000",309동 33층
21.07.19,"19억 6,000",229동 1층
21.07.19,"22억 4,000",214동 17층
21.07.14,"22억 3,000",306동 32층
21.07.12,"24억 2,000",107동 23층
21.06.19,"22억 7,000",113동 20층
21.06.17,22억,211동 23층
21.06.04,"21억 4,000",313동 4층
21.05.19,23억,107동 9층
21.04.20,"20억 6,500",314동 31층
21.04.19,"20억 5,000",227동 9층
21.04.17,"20억 5,000",306동 36층
21.04.16,20억,227동 2층
21.04.07,20억,304동 34층
21.04.03,"21억 2,000",226동 13층
21.04.01,21억,224동 8층
21.03.30,"21억 1,000",112동 18층
21.03.20,"20억 3,800",112동 1층
21.03.13,21억,214동 16층
21.03.13,"22억 2,000",213동 22층
21.02.26,"21억 9,000",212동 36층
21.02.23,"23억 1,000",226동 26층
21.02.23,"21억 3,000",305동 10층
21.02.16,"21억 5,000",210동 19층
21.02.10,"22억 9,300",106동 23층
21.02.10,"20억 5,000",310동 9층
21.02.06,"21억 9,000",229동 18층
21.02.06,"23억 8,000",107동 13층
21.02.05,"20억 3,000",311동 20층
21.02.03,"22억 4,500",113동 15층
21.01.30,22억,113동 4층
21.01.26,20억,310동 6층
21.01.22,"19억 6,300",304동 3층
21.01.21,"20억 8,000",213동 27층
21.01.16,"20억 5,000",311동 23층
21.01.15,"19억 7,500",309동 12층
21.01.14,"21억 4,500",212동 24층
21.01.09,"20억 5,000",312동 24층
21.01.08,22억,225동 16층
21.01.07,"21억 3,000",226동 24층
21.01.05,"18억 5,000",310동 19층
20.12.28,"20억 5,000",307동 18층
20.12.25,"21억 4,000",210동 13층
20.12.23,"20억 2,000",309동 19층
20.12.21,"20억 3,000",115동 5층
20.12.19,"19억 5,000",304동 11층
20.12.18,19억,314동 21층
20.12.17,"22억 5,000",107동 18층
20.12.17,"18억 7,000",215동 31층
20.12.17,"18억 3,000",227동 9층
20.12.16,"20억 5,000",212동 31층
20.12.16,"20억 7,000",211동 7층
20.12.16,"21억 5,000",304동 11층
20.12.12,21억,306동 27층
20.12.12,"취소20억 1,500",312동 16층
20.12.12,21억,314동 17층
20.12.12,21억,306동 34층
20.12.12,10억,228동 8층
20.12.11,"20억 7,000",227동 18층
20.12.09,"20억 6,000",305동 29층
20.12.08,"20억 4,000",211동 14층
20.12.07,"19억 9,000",228동 21층
20.12.05,22억,215동 18층
20.12.04,"20억 7,000",115동 4층
20.12.02,"19억 6,000",214동 26층
20.11.28,"20억 5,000",306동 10층
20.11.28,"21억 5,000",213동 28층
20.11.25,"20억 2,000",115동 4층
20.11.24,"18억 6,000",228동 13층
20.11.23,20억,308동 24층
20.11.23,"18억 9,000",213동 3층
20.11.23,"19억 7,800",304동 18층
20.11.21,20억,227동 20층
20.11.21,20억,217동 11층
20.11.20,"19억 5,000",225동 10층
20.11.19,20억,310동 15층
20.11.19,"19억 5,000",227동 16층
20.11.17,20억,314동 14층
20.11.17,"19억 6,000",309동 9층
20.11.13,19억,304동 8층
20.11.06,"18억 8,000",229동 2층
20.10.26,"19억 3,500",225동 16층
20.10.24,"19억 5,000",210동 9층
20.10.23,"19억 8,000",215동 21층
20.10.19,"19억 3,500",225동 17층
20.10.12,"19억 5,500",312동 13층
20.10.09,19억,311동 30층
20.10.06,19억,225동 18층
20.09.28,"21억 5,000",216동 22층
