Date,Price,Floor
22.08.26,22억,112동 23층
22.07.25,21억,218동 23층
22.07.05,"20억 7,000",203동 7층
22.06.19,"20억 2,000",418동 8층
22.05.25,"21억 5,000",404동 19층
22.05.24,"22억 4,000",516동 12층
22.05.11,"21억 6,000",317동 13층
22.05.02,23억,112동 22층
22.04.14,"20억 6,000",204동 4층
22.03.24,"21억 2,000",102동 21층
22.03.12,"22억 2,400",204동 7층
22.03.05,"22억 2,000",314동 24층
22.03.04,"21억 8,000",402동 20층
22.02.25,"21억 8,000",218동 23층
22.01.10,"23억 7,000",515동 25층
21.12.15,"22억 2,500",218동 29층
21.12.04,"22억 9,000",404동 16층
21.12.04,"22억 6,000",405동 6층
21.11.27,"22억 1,000",213동 21층
21.11.17,22억,205동 6층
21.10.02,"22억 5,500",206동 5층
21.10.02,"23억 8,000",203동 29층
21.09.27,"23억 8,000",318동 30층
21.09.14,"23억 7,000",414동 18층
21.09.11,"22억 7,000",202동 10층
21.08.31,"19억 3,000",219동 2층
21.08.21,"22억 5,000",414동 8층
21.08.14,21억,405동 7층
21.07.29,"22억 5,000",201동 24층
21.07.28,23억,515동 13층
21.07.26,"22억 3,000",205동 10층
21.07.24,"22억 5,000",201동 10층
21.07.17,22억,201동 34층
21.07.17,"21억 4,500",112동 8층
21.07.14,"22억 4,800",204동 8층
21.07.13,"22억 9,000",206동 22층
21.07.10,22억,318동 30층
21.07.06,22억,203동 26층
21.07.06,22억,516동 5층
21.07.02,"21억 2,000",516동 12층
21.07.01,22억,204동 16층
21.06.30,20억,404동 3층
21.06.29,"21억 8,000",201동 32층
21.06.25,"20억 9,000",403동 4층
21.06.19,"22억 8,000",207동 34층
21.06.19,"21억 3,000",206동 14층
21.06.16,"20억 9,000",206동 3층
21.06.09,"19억 9,000",404동 2층
21.06.01,21억,218동 20층
21.05.31,"21억 9,000",303동 12층
21.05.25,19억,412동 15층
21.05.21,"20억 3,000",401동 3층
21.05.19,"20억 8,000",515동 22층
21.05.17,"19억 9,000",316동 25층
21.05.15,"21억 5,000",203동 7층
21.05.14,"21억 4,000",402동 24층
21.05.14,"21억 8,000",403동 9층
21.05.12,"20억 9,500",402동 18층
21.05.11,"21억 5,000",304동 13층
21.05.06,"19억 5,000",405동 28층
21.05.01,22억,203동 28층
21.04.29,"20억 2,500",107동 9층
21.04.26,"21억 3,000",316동 13층
21.04.26,"21억 4,000",404동 13층
21.04.24,"20억 5,000",406동 13층
21.04.24,"20억 9,000",204동 24층
21.04.23,21억,316동 18층
21.04.21,"20억 5,000",213동 25층
21.04.20,20억,412동 10층
21.04.19,"20억 3,000",303동 8층
21.04.15,21억,314동 18층
21.04.12,21억,207동 33층
21.04.12,20억,206동 3층
21.04.07,"20억 4,000",213동 18층
21.04.05,"19억 6,000",218동 6층
21.03.25,"21억 4,000",514동 8층
21.03.18,19억,107동 24층
21.03.09,"20억 2,000",404동 8층
21.03.06,"19억 9,900",112동 30층
21.03.06,"20억 9,000",316동 6층
21.02.25,"21억 7,000",204동 27층
21.02.25,"20억 3,000",406동 7층
21.02.19,21억,201동 12층
21.02.16,"21억 5,000",314동 27층
21.02.10,"20억 8,000",318동 15층
21.02.10,"21억 8,000",515동 13층
21.02.09,"21억 2,000",219동 18층
21.02.08,"21억 7,000",401동 23층
21.02.08,"20억 9,000",402동 5층
21.02.06,"19억 9,000",304동 24층
21.02.06,21억,303동 21층
21.01.28,"20억 6,500",219동 21층
21.01.12,"21억 9,000",411동 9층
20.12.31,"20억 4,800",102동 19층
20.12.23,"20억 5,000",304동 15층
20.12.21,20억,20층
20.12.20,20억,23층
20.12.19,"21억 2,000",516동 25층
20.12.13,"19억 7,000",24층
20.12.05,"19억 9,500",4층
20.12.04,"20억 9,000",22층
20.11.30,"20억 1,000",20층
20.11.28,"19억 6,000",22층
20.11.23,"19억 8,000",201동 19층
20.11.02,"19억 7,000",404동 9층
20.10.26,"19억 4,500",26층
20.10.23,"20억 4,000",19층
20.10.21,"19억 6,500",26층
20.10.16,"18억 7,000",405동 15층
20.09.29,"19억 7,000",17층
20.09.21,"19억 5,000",9층
20.09.19,"19억 2,000",15층
20.09.05,"19억 8,000",9층
20.09.02,"19억 3,000",7층
20.08.28,"18억 8,000",8층
20.08.25,"19억 2,000",12층
20.08.19,"19억 7,000",3층
20.08.15,"18억 8,000",20층
20.08.05,19억,13층
20.07.30,19억,6층
20.07.29,19억,13층
20.07.10,19억,7층
20.07.07,19억,6층
20.07.04,"18억 5,000",25층
20.06.29,"17억 8,000",208동 16층
20.06.29,"18억 4,000",22층
20.06.27,"18억 6,000",6층
20.06.23,19억,14층
20.06.20,"17억 9,500",106동 3층
20.06.19,"17억 8,200",4층
20.06.17,18억,18층
20.06.15,"18억 4,138",21층
20.06.13,18억,21층
20.06.13,"17억 5,000",12층
20.06.13,18억,21층
20.06.11,16억,34층
20.06.09,"16억 9,000",6층
20.06.01,"16억 9,000",25층
20.05.31,"16억 9,000",7층
20.05.20,16억,516동 6층
20.05.12,"16억 5,000",20층
20.05.12,"16억 6,000",18층
20.04.30,16억,30층
20.04.23,"16억 3,500",12층
20.04.17,"16억 3,000",12층
20.03.06,"17억 7,000",12층
20.02.28,18억,23층
20.02.26,17억 500,219동 4층
20.02.11,"17억 9,558",23층
19.12.17,"19억 5,000",13층
19.12.14,"19억 5,000",16층
19.12.13,"17억 5,000",34층
19.12.11,"17억 9,000",18층
19.12.11,"18억 8,000",24층
19.12.09,"18억 5,000",26층
19.12.08,"18억 4,500",9층
19.12.07,"19억 2,000",28층
19.12.07,19억,6층
19.12.06,"17억 5,000",21층
19.12.04,"17억 5,000",23층
19.12.04,"17억 2,000",25층
19.12.03,"18억 7,000",3층
19.12.03,"17억 5,000",10층
19.11.22,"18억 4,000",10층
19.11.22,18억,11층
19.11.21,"17억 5,000",27층
19.11.21,"17억 7,500",24층
19.11.20,"17억 7,000",17층
19.11.19,"17억 4,500",24층
19.11.18,"16억 8,000",15층
19.11.15,14억,22층
19.11.09,"17억 5,000",19층
19.11.03,"17억 5,000",11층
19.11.03,"18억 4,000",18층
19.10.26,"17억 3,000",25층
19.10.20,"17억 4,500",26층
19.10.19,"17억 1,000",19층
19.10.07,"17억 9,000",26층
19.09.28,"17억 5,000",4층
19.09.27,"17억 3,000",4층
