Date,Price,Floor
22.12.14,"21억 1,000",232동 16층
22.12.14,"20억 6,000",223동 28층
22.12.14,"19억 8,000",224동 4층
22.12.08,"19억 8,000",204동 18층
22.12.05,"20억 5,000",203동 29층
22.12.01,"20억 5,000",236동 17층
22.11.14,"19억 7,500",241동 15층
22.11.12,"20억 4,000",220동 23층
22.11.10,"20억 9,000",230동 14층
22.10.26,"19억 7,500",213동 20층
22.10.18,"20억 3,000",208동 16층
22.10.08,"20억 2,000",215동 29층
22.09.13,"22억 5,000",218동 27층
22.09.08,22억,215동 12층
22.09.08,취소22억,215동 12층
22.05.18,"22억 5,000",201동 29층
22.05.02,24억,17층 경매
22.04.27,"26억 5,000",223동 17층
22.04.27,"24억 5,000",236동 8층
22.04.27,23억,251동 14층
22.01.02,25억,226동 5층
21.12.04,"25억 7,000",220동 11층
21.12.02,"25억 5,000",224동 5층
21.11.23,"24억 5,000",224동 16층
21.11.12,26억,235동 6층
21.11.11,"25억 8,500",252동 9층
21.11.06,24억,215동 3층
21.10.18,"26억 2,000",231동 22층
21.10.16,"25억 8,000",240동 21층
21.09.04,25억,210동 21층
21.08.14,"24억 9,000",217동 16층
21.08.10,24억,248동 4층
21.07.24,"24억 5,000",215동 17층
21.07.10,24억,215동 22층
21.06.19,"23억 3,000",213동 20층
21.05.31,"23억 7,500",235동 18층
21.05.29,23억,250동 8층
21.04.20,"22억 6,000",249동 8층
21.04.14,23억,211동 4층
21.04.08,23억,213동 15층
21.03.31,"23억 5,000",211동 23층
21.03.24,"22억 8,000",213동 8층
21.03.22,"24억 8,000",225동 16층
21.03.17,"22억 5,000",250동 9층
21.03.16,23억,250동 17층
21.03.03,"23억 5,000",215동 24층
21.03.03,"취소23억 5,000",215동 24층
21.01.23,"23억 5,000",250동 17층
21.01.23,"22억 9,000",248동 21층
21.01.15,"22억 3,000",235동 23층
21.01.15,"23억 8,800",215동 20층
21.01.08,"22억 8,000",221동 10층
21.01.08,"21억 8,500",249동 6층
20.12.26,"22억 8,000",203동 23층
20.12.26,"22억 8,000",232동 15층
20.12.23,"22억 5,000",222동 18층
20.12.21,"취소22억 3,000",235동 23층
20.12.18,"22억 8,000",252동 25층
20.12.15,"21억 5,000",228동 2층
20.12.12,"21억 4,000",250동 7층
20.12.11,22억,208동 26층
20.12.08,"21억 4,200",241동 2층
20.12.08,"20억 3,000",205동 1층
20.12.04,"21억 7,000",236동 5층
20.12.03,"22억 5,000",224동 20층
20.12.03,"23억 2,000",217동 18층
20.11.27,"20억 7,000",250동 4층
20.11.23,"21억 5,000",235동 24층
20.11.20,21억,209동 21층
20.11.05,"20억 3,000",209동 5층
20.11.05,"22억 9,000",232동 26층
20.11.02,22억,210동 17층
20.10.22,"20억 8,000",223동 28층
20.10.17,"22억 2,500",236동 12층
20.09.21,22억,218동 8층
20.09.19,"22억 5,000",236동 16층
20.07.18,"22억 5,000",225동 22층
20.06.22,"18억 5,000",247동 4층
20.06.22,"20억 2,000",219동 3층
